row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
278,73018091,4x4 Wh Elite Post Trim RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
279,73018066,Clay 6x6 Elite Post Trim RDI - 4pc,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
280,73018076,4x4 Wh Flat Post Cap RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
281,61109087,Wh 4x4-39 Blank Post RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
282,73018731,Wh 6x6-108 Post Sleeve RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
283,61109090,Wh 4x4-108 Post Sleeve RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
284,73053603,Clay 4x4-108 Post Sleeve RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
285,73053608,Clay 6x6-108 Post Sleeve RDI,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
286,543340896,"4x4-37"" Black Alum Post Sleeve Select Alum Railing - w/Cap & Skirt","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
287,543340898,"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
288,73272TBK,6x6-10' Black Alum Deco - Support Post,Palmer Donavin Mfg Company,DSI Westbury,Building Materials>Decking & Railing>Post Sleeves & Accessories,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
289,543302127,6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
290,543302147,8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
291,73019599,Finyline Wh 6' Str Rail Kit Sq,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
292,73019648,Finyline Wh 8' Str Rail Kit Sq,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
293,73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
294,73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
295,543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
296,543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
297,SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",,,Building Materials>Decking & Railing>Post Sleeves & Accessories,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
298,925219,"2""x50' Deck Joist Tape - Protecto Wrap",Palmer Donavin Mfg Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
299,27233,24x48 WH Attic Access Door,A J Manufacturing Inc,AJM,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
300,1517602,6068R Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,United Window & Door®,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
301,1517603,6068L Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,United Window & Door®,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
302,1517604,6068L Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,United Window & Door®,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
303,1517605,6068R Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,United Window & Door®,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
304,FS C01 2004S,"FS C01 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x26-7/8""",Velux America Inc,,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
305,FS C04 2004S,"FS C04 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x37-7/8""",Velux America Inc,,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
306,FS C06 2004S,"FS C06 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x45-7/8""",Velux America Inc,,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
307,1501831,31.5x14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,ProVia,PROVIA,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
308,1501832,31.5x22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,ProVia,PROVIA,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
309,1515974,3030 Slider 3900 United Black WH Int LowE-2 w/Half Scrn w/J,United Window & Door,United Window & Door®,Building Materials>Windows & Doors>Windows & Doors,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
310,640383,"1/2"" 54""x10 Drywall Easi-Lite",Certainteed Gypsum,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
311,653258,"5/8"" 4x9 Drywall Firelite",Certainteed Gypsum,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
312,413S-DBA-36,"413S 36"" Alum Threshold DBZ",Hager Hinge Co,HAGER,Hardware>Door Hardware>Door Hardware & Thresholds,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
313,413S-DBA-72,"413S 72"" Alum Threshold DBZ",Hager Hinge Co,HAGER,Hardware>Door Hardware>Door Hardware & Thresholds,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
314,1511506,4'x65' Zip Rainscreen,Huber Eng Wood LLC,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
315,1513577,1x8-12' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,COMMODITY - UNBRANDED,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
316,1513578,1x8-16' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,COMMODITY - UNBRANDED,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
317,1513579,1x12-12 'Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,COMMODITY - UNBRANDED,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
318,1513580,1x12-16' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,COMMODITY - UNBRANDED,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
319,1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
320,PP-8BL,8' Premier Rib XL Black,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
321,PP-10BL,10' Premier Rib XL Black,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
322,PP-12BL,12' Premier Rib XL Black,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
323,PP-8CH,8' Premier Rib XL Charcoal,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
324,PP-10CH,10' Premier Rib XL Charcoal,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
325,PP-12CH,12' Premier Rib XL Charcoal,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
326,PP-8WH,8' Premier Rib XL White,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
327,PP-10WH,10' Premier Rib XL White,Premier Metals,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
328,1504345,OC Duration TruDef Wburg Gray (BDL),Palmer Donavin Mfg Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
329,2733,3'x65' Henry Eaveguard - Ice Guard,Palmer Donavin Mfg Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
330,7547,Ice Guard OC Weathr Lk Mat 2sq,,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
331,8912220,"7-1/4""x12' Hardie Sdg Smooth - Primed HardiePlank",Boise Cascade Building Materials,JAMESHARDIE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
332,8904015,4'x10' HardiePanel Smooth - Primed,Boise Cascade Building Materials,JAMESHARDIE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
333,25796,"6""x16' Smart Lap Sdg Cedar",U S Lumber,LP SMARTSIDE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
334,40503,"3/8"" 16""x16' Smart Pan Cedar - No-Groove Sq Edge B&B",U S Lumber,LP SMARTSIDE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
335,25825,"3/8"" 4x10 Smart Pan Cedar - No-Groove w/Shiplap Edges",U S Lumber,LP SMARTSIDE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
336,25822,"3/8"" 12""x16' Smart Vented Soff - Cedar Soffit",U S Lumber,LP SMARTSIDE,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
337,543650101,Black Alum ADA Wall Mount Trex,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
338,543650010,Black Alum ADA Int End Cap - Trex,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
339,543650048,8' Black Alum ADA Rail Trex,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
340,1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
341,1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
342,1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
343,1728ABL,2x2 Black Fine Fissured 1728BL,Palmer Donavin Mfg Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
